claim_ID,insured_amount,claim_amount,coverage_type,months_since_policy_start,province,claim_hour,previous_claim_count,sales_channel,customer_seniority_years,risk_zone
381,1580000,184000,Glass,100,Mendoza,5,1,Broker,5.8,Medium
382,1700000,93000,Glass,0,Cordoba,23,1,Call Center,3.7,High
383,938000,67000,Liability,0,Mendoza,2,1,Online,11.7,Low
384,1737000,377000,Theft,46,Buenos Aires,23,2,Online,2.6,Medium
385,1620000,238000,Glass,19,Buenos Aires,22,2,Broker,8.5,High
386,2075000,255000,Glass,51,Buenos Aires,9,2,Online,8.5,Medium
387,2171000,349000,Theft,28,Mendoza,19,1,Call Center,0.1,Medium
388,2938000,248000,Theft,15,Buenos Aires,21,1,Call Center,2.1,High
389,2475000,355000,Liability,4,Cordoba,12,0,Branch,4.9,High
390,1712000,310000,Fire,11,Buenos Aires,19,1,Broker,3,High
391,1551000,292000,Fire,37,Santa Fe,18,1,Branch,13.1,Medium
392,2246000,143000,Fire,6,Mendoza,17,3,Call Center,5.7,Low
393,1340000,218000,Glass,29,Mendoza,17,0,Broker,0.6,Medium
394,2916000,360000,Theft,6,Mendoza,15,1,Call Center,11.1,High
395,2590000,232000,Theft,14,Mendoza,9,2,Online,0.2,Medium
396,1765000,421000,Glass,2,CABA,15,2,Branch,6.4,Low
397,1143000,535000,Fire,14,Buenos Aires,5,2,Online,0.2,High
398,2677000,366000,Fire,22,Santa Fe,13,0,Online,15.7,Medium
399,1943000,449000,Flood,19,Santa Fe,14,2,Branch,4.8,Medium
400,2619000,372000,Liability,12,Mendoza,12,3,Online,7.2,Low
401,1203000,247000,Fire,11,Santa Fe,7,0,Broker,8.4,Medium
402,1700000,320000,Glass,7,Buenos Aires,23,1,Branch,6.1,Medium
403,2003000,501000,Glass,34,Cordoba,19,0,Call Center,7.1,Medium
404,2023000,248000,Glass,36,Santa Fe,4,0,Branch,8.8,Medium
405,1775000,196000,Fire,15,CABA,3,1,Online,1.2,High
406,2311000,187000,Theft,11,Mendoza,2,1,Call Center,8.8,Medium
407,1466000,278000,Liability,24,Cordoba,14,1,Online,3.2,Medium
408,1929000,200000,Theft,19,Cordoba,2,2,Broker,0.9,Medium
409,2060000,467000,Fire,26,Mendoza,18,1,Online,4.7,Low
410,2257000,322000,Fire,8,Mendoza,21,3,Broker,0.4,Low
411,2356000,397000,Liability,37,Santa Fe,10,3,Branch,5.1,Medium
412,1438000,270000,Theft,9,Mendoza,0,1,Call Center,4.7,Medium
413,1233000,186000,Fire,13,CABA,7,3,Online,4.1,Low
414,2639000,169000,Glass,3,Buenos Aires,3,1,Branch,1.4,Medium
415,2166000,209000,Theft,46,Cordoba,20,1,Broker,2.5,Low
416,1626000,335000,Theft,24,Mendoza,2,1,Call Center,7.3,Low
417,2776000,352000,Liability,6,Santa Fe,20,3,Broker,0.1,Medium
418,2058000,360000,Theft,45,Mendoza,2,0,Online,5.8,Low
419,2590000,151000,Liability,29,CABA,0,2,Broker,0.8,Low
420,2034000,300000,Fire,14,Mendoza,17,0,Online,5.8,Low
421,3030000,197000,Fire,110,CABA,5,1,Branch,0.2,Medium
422,2878000,340000,Liability,9,Mendoza,18,3,Branch,2,Medium
423,1876000,348000,Flood,2,Buenos Aires,15,2,Branch,10.3,Low
424,2486000,183000,Fire,31,Santa Fe,23,3,Broker,0.4,Medium
425,2323000,397000,Liability,33,CABA,16,0,Broker,18.6,Low
426,2684000,534000,Fire,1,Mendoza,7,2,Broker,7.9,Low
427,1518000,383000,Theft,41,Cordoba,5,1,Broker,6.3,High
428,2343000,284000,Fire,35,CABA,6,1,Call Center,3.4,Medium
429,2529000,268000,Glass,63,Buenos Aires,22,3,Online,4.1,High
430,1121000,279000,Theft,3,Buenos Aires,3,2,Broker,9.3,Low
431,1408000,224000,Fire,22,Cordoba,12,3,Branch,7.9,Low
432,980000,325000,Liability,5,Mendoza,11,2,Branch,6.7,Medium
433,1865000,186000,Fire,12,Mendoza,14,5,Online,1.1,Medium
434,2359000,111000,Fire,7,Mendoza,18,4,Call Center,1.5,Medium
435,2751000,322000,Fire,14,Mendoza,3,0,Branch,12.2,Low
436,2037000,302000,Flood,2,Mendoza,9,0,Broker,2,Medium
437,2814000,243000,Fire,8,Cordoba,6,1,Online,1.8,Medium
438,1310000,172000,Flood,1,Buenos Aires,13,2,Broker,1.5,High
439,1148000,329000,Fire,16,Cordoba,11,1,Broker,8.7,Medium
440,1972000,201000,Fire,8,Santa Fe,9,1,Broker,0.3,Low
441,2192000,286000,Glass,21,Santa Fe,6,2,Broker,14.9,Low
442,1984000,476000,Liability,14,CABA,7,0,Online,10.7,Medium
443,966000,365000,Theft,6,Mendoza,5,2,Call Center,1.2,High
444,1955000,163000,Theft,2,Buenos Aires,16,0,Branch,2.5,Medium
445,1348000,173000,Fire,33,CABA,22,1,Online,1,Medium
446,2335000,315000,Liability,24,Santa Fe,17,3,Call Center,1.4,High
447,2183000,162000,Liability,0,CABA,6,3,Broker,5.4,Medium
448,1530000,100000,Fire,109,Santa Fe,0,1,Branch,0.7,Medium
449,1743000,353000,Flood,24,Santa Fe,20,3,Branch,0.4,Low
450,1470000,332000,Theft,5,Cordoba,6,0,Call Center,9.6,Low
451,1969000,345000,Fire,44,CABA,19,4,Online,3.5,Medium
452,2478000,326000,Theft,51,Santa Fe,23,1,Call Center,4.1,High
453,1507000,293000,Glass,20,Buenos Aires,12,1,Broker,6.2,Medium
454,2252000,234000,Theft,52,Santa Fe,21,0,Online,0.9,Medium
455,1735000,352000,Liability,0,Cordoba,5,0,Call Center,8.1,Low
456,1604000,453000,Flood,69,CABA,14,1,Call Center,0.7,High
457,1946000,250000,Liability,1,Santa Fe,17,4,Call Center,5.4,Low
458,1482000,198000,Liability,24,Mendoza,20,1,Branch,1.9,Low
459,1723000,186000,Fire,10,Mendoza,5,3,Call Center,34.5,High
460,1401000,213000,Liability,0,Santa Fe,17,2,Branch,3,Low
461,2982000,320000,Theft,63,CABA,1,3,Broker,4.5,Medium
462,2018000,86000,Flood,3,Cordoba,16,1,Online,0.1,High
463,1650000,344000,Fire,46,Buenos Aires,12,1,Call Center,3.2,Low
464,2107000,364000,Fire,9,CABA,18,3,Broker,10.1,High
465,1944000,120000,Fire,32,Cordoba,19,1,Branch,3.4,Medium
466,1890000,202000,Theft,7,Santa Fe,14,5,Online,0.7,Medium
467,2307000,308000,Fire,21,Buenos Aires,3,1,Broker,6.5,High
468,2379000,286000,Glass,38,CABA,18,1,Broker,9.4,Medium
469,1735000,352000,Flood,20,Santa Fe,12,0,Branch,1,Low
470,1712000,286000,Liability,8,Buenos Aires,12,2,Online,19.1,Medium
471,1862000,426000,Fire,6,Santa Fe,12,1,Online,1.4,Medium
472,849000,268000,Theft,4,Mendoza,5,0,Online,1.5,Medium
473,1242000,202000,Flood,43,Mendoza,22,1,Call Center,0.4,Medium
474,2683000,194000,Fire,22,Cordoba,0,0,Call Center,6.8,Low
475,2822000,374000,Liability,17,Buenos Aires,14,1,Call Center,0.9,Medium
476,1875000,303000,Theft,6,Mendoza,22,1,Broker,19.5,Medium
477,2288000,363000,Flood,13,Santa Fe,22,0,Online,4.3,Medium
478,2156000,361000,Fire,23,Cordoba,17,2,Branch,3.8,Medium
479,3539000,98000,Fire,1,Mendoza,5,1,Broker,18.6,High
480,2560000,186000,Liability,10,Cordoba,6,1,Online,2.8,Low
481,1936000,198000,Theft,6,Buenos Aires,9,1,Broker,2.3,High
482,1522000,218000,Liability,24,Mendoza,23,5,Call Center,5.5,High
483,1197000,258000,Fire,22,Mendoza,10,0,Branch,2.5,High
484,2102000,400000,Theft,8,CABA,23,2,Branch,1,Medium
485,1622000,420000,Theft,1,CABA,7,1,Broker,2.1,Low
486,1289000,271000,Theft,4,Buenos Aires,0,1,Broker,4.9,High
487,1677000,275000,Glass,4,Buenos Aires,15,3,Broker,8.8,High
488,1459000,229000,Flood,20,CABA,20,4,Branch,18.5,High
489,2844000,309000,Glass,4,Mendoza,12,2,Call Center,1.4,Low
490,2441000,320000,Glass,15,Cordoba,16,2,Branch,4.2,Medium
491,1996000,381000,Theft,22,Buenos Aires,15,2,Broker,3.3,Medium
492,2740000,380000,Fire,50,CABA,15,0,Call Center,3.7,High
493,2039000,70000,Liability,6,Cordoba,7,4,Call Center,0.9,High
494,1569000,285000,Fire,4,CABA,12,0,Call Center,4.5,Low
495,2762000,438000,Fire,4,Santa Fe,12,0,Broker,26.2,Low
496,2269000,256000,Liability,10,Mendoza,16,3,Branch,2.2,Medium
497,1481000,414000,Liability,25,Cordoba,7,2,Call Center,3.7,Low
498,1905000,269000,Theft,26,CABA,9,3,Online,5.8,High
499,1562000,317000,Glass,5,Cordoba,22,2,Online,15.3,Low
500,1309000,186000,Flood,3,Santa Fe,19,1,Branch,1.9,High
501,2463000,190000,Theft,14,Santa Fe,7,1,Online,1,Low
502,2955000,373000,Liability,3,Mendoza,5,2,Online,6.1,Low
503,1301000,388000,Fire,40,CABA,7,3,Branch,1.9,High
504,2281000,303000,Flood,2,CABA,15,4,Broker,2.2,Low
505,1675000,177000,Fire,33,CABA,11,4,Online,13.7,High
506,1756000,304000,Glass,1,Buenos Aires,18,2,Broker,5.9,Low
507,1704000,426000,Flood,39,Mendoza,18,2,Broker,6,Low
508,1568000,474000,Liability,23,Santa Fe,1,1,Online,3.4,High
509,2024000,268000,Glass,9,Mendoza,8,1,Call Center,0.3,Medium
510,1585000,134000,Theft,12,Buenos Aires,17,1,Online,2,High
511,2135000,384000,Flood,26,CABA,19,0,Broker,1,Medium
512,1975000,272000,Liability,4,Santa Fe,3,3,Branch,1.7,Medium
513,1881000,394000,Theft,53,CABA,2,2,Branch,7,High
514,1546000,328000,Fire,15,Buenos Aires,21,0,Broker,0.2,Medium
515,1712000,212000,Theft,34,Buenos Aires,10,2,Broker,1.4,Medium
516,2378000,306000,Glass,16,CABA,8,1,Broker,2.1,Medium
517,2250000,431000,Glass,14,CABA,22,0,Broker,3.7,Medium
518,1511000,285000,Glass,15,Cordoba,16,1,Branch,3.8,Medium
519,2050000,197000,Fire,10,Santa Fe,0,3,Broker,4.7,Medium
520,2376000,141000,Theft,31,Santa Fe,16,1,Branch,2.6,Low
521,1165000,223000,Liability,44,Mendoza,4,0,Broker,1.7,Medium
522,2272000,259000,Liability,46,Mendoza,17,3,Branch,9.9,High
523,1669000,382000,Theft,3,Buenos Aires,5,0,Broker,1.3,Low
524,2285000,188000,Liability,34,Santa Fe,21,0,Call Center,2.2,Medium
525,1618000,455000,Liability,5,Buenos Aires,22,1,Broker,5.3,Medium
526,1098000,166000,Liability,0,CABA,18,2,Broker,4.6,Medium
527,1186000,533000,Liability,7,Santa Fe,15,0,Online,3.8,Low
528,2024000,473000,Liability,8,Buenos Aires,9,2,Call Center,3.7,Medium
529,2130000,314000,Fire,39,Cordoba,20,2,Online,6.6,Medium
530,1548000,135000,Glass,32,Cordoba,20,4,Broker,0.7,Medium
531,2319000,294000,Fire,2,Santa Fe,16,0,Branch,2.9,Medium
532,1169000,261000,Liability,9,Santa Fe,6,0,Online,5.7,Medium
533,1967000,173000,Fire,6,Mendoza,3,0,Broker,5.2,Low
534,1394000,329000,Liability,21,Santa Fe,14,1,Call Center,12.4,High
535,1674000,218000,Glass,18,Mendoza,11,2,Online,13.2,High
536,2024000,229000,Fire,27,Cordoba,15,1,Online,1.3,Medium
537,1570000,280000,Flood,57,Cordoba,18,1,Broker,0.2,Low
538,1808000,243000,Fire,13,Cordoba,12,2,Call Center,1.3,Medium
539,2503000,508000,Fire,25,CABA,19,2,Broker,0.6,Low
540,1712000,246000,Glass,60,Santa Fe,1,4,Online,7.5,High
541,2418000,344000,Liability,18,Cordoba,18,7,Call Center,5,Medium
542,1435000,315000,Fire,8,Mendoza,22,1,Call Center,1.7,Medium
543,2265000,335000,Flood,12,Mendoza,10,3,Call Center,14,Low
544,2721000,343000,Liability,33,Buenos Aires,18,2,Call Center,3.6,Low
545,764000,388000,Fire,30,Buenos Aires,17,0,Broker,5,High
546,1602000,327000,Glass,33,CABA,16,2,Call Center,2.2,Low
547,2289000,322000,Theft,32,Mendoza,19,1,Broker,19.2,Medium
548,1898000,306000,Fire,60,Buenos Aires,7,1,Broker,5.9,High
549,2186000,286000,Glass,34,Santa Fe,7,0,Call Center,8.2,Medium
550,1698000,209000,Liability,46,Santa Fe,7,3,Call Center,4.6,High
551,2043000,294000,Liability,20,Santa Fe,13,2,Online,11.7,High
552,1922000,324000,Glass,24,Santa Fe,23,1,Online,2.7,Low
553,2584000,340000,Glass,82,Buenos Aires,2,0,Broker,12,Medium
554,2127000,318000,Fire,49,CABA,4,3,Broker,12.5,Medium
555,2169000,277000,Glass,36,Buenos Aires,8,2,Online,11.1,Medium
556,1794000,294000,Theft,27,Santa Fe,19,1,Online,1.6,Low
557,1756000,245000,Theft,10,Cordoba,6,2,Call Center,1.8,Low
558,1784000,331000,Flood,19,Santa Fe,23,4,Call Center,9.3,Medium
559,2197000,278000,Glass,1,CABA,21,2,Broker,8.5,Medium
560,1790000,318000,Theft,12,Mendoza,5,2,Call Center,0.7,Low
561,2145000,400000,Liability,2,Mendoza,12,1,Call Center,3.5,Low
562,3038000,229000,Theft,31,Santa Fe,6,1,Online,7.4,Medium
563,2436000,360000,Fire,53,CABA,7,1,Online,2,Low
564,1837000,303000,Glass,4,Buenos Aires,2,1,Call Center,9.4,Low
565,2601000,502000,Glass,6,CABA,15,2,Online,4,Low
566,1796000,278000,Glass,46,Santa Fe,15,4,Online,0.6,High
567,981000,370000,Liability,21,Buenos Aires,19,3,Online,3.3,Medium
568,1496000,302000,Fire,21,Mendoza,22,0,Branch,0.9,Medium
569,1065000,161000,Glass,19,Santa Fe,9,0,Broker,0.1,High
570,1824000,248000,Theft,5,Mendoza,5,2,Broker,1.8,Low
571,2009000,388000,Fire,6,Santa Fe,18,0,Broker,5.5,Medium
572,2838000,257000,Flood,71,Buenos Aires,5,1,Online,1.7,Medium
573,2163000,78000,Glass,30,CABA,17,1,Branch,5,Medium
574,1890000,297000,Liability,2,Mendoza,19,2,Broker,1.2,High
575,2415000,191000,Fire,6,Buenos Aires,13,3,Branch,9.3,Medium
576,894000,313000,Fire,23,Mendoza,5,1,Call Center,13.1,High
577,2118000,455000,Theft,7,Cordoba,16,2,Branch,5.1,Low
578,2385000,377000,Liability,6,Buenos Aires,18,0,Broker,1.2,Low
579,1261000,454000,Liability,5,Buenos Aires,15,0,Call Center,21.6,Medium
580,2572000,244000,Glass,4,CABA,18,2,Call Center,6.2,High
581,2169000,286000,Liability,22,CABA,15,3,Online,17.9,High
582,1792000,196000,Liability,56,Santa Fe,5,0,Branch,7,Medium
583,2316000,232000,Glass,10,CABA,4,0,Branch,2.8,Medium
584,3135000,207000,Liability,3,Santa Fe,6,1,Call Center,11.2,Low
585,2091000,169000,Flood,3,CABA,8,1,Branch,1.6,Medium
586,2124000,437000,Glass,65,CABA,22,0,Broker,3.9,Medium
587,1770000,91000,Fire,18,Santa Fe,19,4,Online,6,Medium
588,1575000,437000,Flood,15,Cordoba,23,2,Call Center,0.8,Low
589,2415000,425000,Fire,53,Buenos Aires,16,2,Call Center,3.1,Medium
590,1572000,350000,Flood,16,Santa Fe,2,1,Branch,0.6,Medium
591,2036000,189000,Liability,15,Cordoba,22,0,Call Center,0.6,Medium
592,1761000,142000,Liability,62,CABA,1,2,Broker,4.1,High
593,2239000,245000,Theft,15,Santa Fe,23,1,Call Center,0.3,Low
594,2167000,363000,Fire,11,Cordoba,3,2,Online,5.6,Medium
595,2519000,300000,Fire,20,Cordoba,19,2,Online,4.5,Low
596,1745000,196000,Glass,90,Buenos Aires,11,1,Broker,13.4,High
597,1865000,415000,Theft,79,CABA,2,0,Branch,2.6,Medium
598,1511000,468000,Liability,35,Mendoza,9,2,Call Center,5.2,Medium
599,1778000,277000,Flood,16,Cordoba,13,1,Broker,4.6,Medium
600,2189000,311000,Fire,51,Santa Fe,23,2,Online,4.1,High
601,2378000,149000,Glass,13,CABA,21,1,Call Center,4,Medium
602,1539000,259000,Theft,24,Mendoza,8,2,Online,5.3,Low
603,2435000,351000,Fire,4,Mendoza,23,0,Branch,0.2,Low
604,2678000,335000,Glass,25,Mendoza,10,0,Online,1.5,Low
605,2207000,249000,Liability,7,Cordoba,19,1,Branch,0.7,Medium
606,2938000,273000,Fire,35,Buenos Aires,7,2,Call Center,5.2,Low
607,1613000,255000,Theft,12,Mendoza,8,2,Branch,4,High
608,1378000,272000,Glass,12,Mendoza,5,1,Call Center,7.2,Low
609,1111000,342000,Fire,32,Santa Fe,5,2,Call Center,14.1,Low
610,2748000,103000,Theft,13,Mendoza,8,2,Call Center,3.6,Medium
611,2327000,293000,Glass,30,CABA,12,2,Branch,0.2,Low
612,1972000,335000,Glass,46,Buenos Aires,19,1,Branch,5.4,Medium
613,2140000,243000,Glass,3,Buenos Aires,5,1,Online,1.1,Medium
614,1437000,252000,Theft,15,Mendoza,20,0,Online,2.7,Medium
615,3223000,255000,Theft,69,Cordoba,20,3,Call Center,4,Medium
616,2065000,252000,Liability,40,Cordoba,14,2,Branch,5.1,High
617,2055000,301000,Fire,87,Mendoza,8,1,Call Center,2.7,Medium
618,2363000,313000,Liability,47,Mendoza,23,0,Broker,14.6,Low
619,2241000,90000,Liability,8,Cordoba,10,2,Broker,0.3,Low
620,2112000,365000,Glass,4,Mendoza,19,2,Branch,9,Medium
621,1605000,271000,Fire,5,Santa Fe,16,4,Online,7.1,High
622,2236000,493000,Theft,5,Santa Fe,1,2,Branch,0.3,High
623,2941000,181000,Theft,1,Mendoza,18,2,Branch,2.9,High
624,2673000,213000,Liability,56,Cordoba,22,4,Broker,0.3,Medium
625,2797000,280000,Liability,16,Santa Fe,21,1,Online,0.5,High
626,1744000,341000,Fire,2,Cordoba,15,0,Branch,0.4,Medium
627,1505000,105000,Fire,34,Mendoza,20,2,Branch,5,High
628,1937000,217000,Liability,9,Mendoza,12,3,Branch,2.5,Medium
629,2028000,359000,Flood,1,Mendoza,1,1,Online,10.4,Medium
630,2547000,205000,Glass,5,Santa Fe,21,0,Call Center,6,Medium
631,1154000,437000,Liability,25,Buenos Aires,10,2,Branch,7.3,Medium
632,2765000,255000,Flood,37,Buenos Aires,21,0,Call Center,4,Medium
633,1921000,210000,Theft,7,Buenos Aires,23,4,Broker,6.9,Medium
634,1787000,361000,Theft,20,Santa Fe,23,1,Call Center,11.4,Medium
635,1494000,461000,Fire,0,Cordoba,12,1,Online,7.1,High
636,1173000,342000,Flood,7,Buenos Aires,6,0,Call Center,1.9,Low
637,2412000,426000,Liability,4,Buenos Aires,12,0,Online,8.6,Medium
638,2037000,468000,Theft,1,CABA,18,3,Branch,4.2,Medium
639,1355000,208000,Fire,15,Mendoza,23,0,Call Center,1.3,Medium
640,1352000,394000,Theft,23,Buenos Aires,11,3,Online,1.6,Medium
641,1832000,148000,Fire,1,Buenos Aires,7,2,Branch,3.7,Medium
642,2835000,342000,Theft,3,Cordoba,4,2,Online,4.9,Medium
643,1870000,293000,Flood,64,Mendoza,16,5,Broker,4.1,Medium
644,1248000,424000,Fire,6,Santa Fe,7,2,Online,2.6,Low
645,1877000,417000,Theft,34,Santa Fe,17,2,Call Center,1.8,Medium
646,1864000,357000,Fire,33,CABA,10,4,Call Center,5.7,Medium
647,652000,330000,Glass,9,Cordoba,12,0,Online,0.9,Medium
648,1973000,351000,Liability,5,Cordoba,14,0,Broker,2.7,Medium
649,1885000,306000,Fire,6,Mendoza,3,1,Branch,1.4,Medium
650,2348000,294000,Glass,20,Cordoba,9,1,Call Center,3.4,High
651,2924000,444000,Glass,11,CABA,19,0,Branch,2.8,Medium
652,2563000,456000,Flood,16,Mendoza,2,1,Branch,9,Medium
653,1866000,286000,Fire,40,Cordoba,2,2,Branch,12.3,Medium
654,1447000,324000,Theft,16,Cordoba,18,3,Online,5.8,Medium
655,3287000,308000,Flood,128,Buenos Aires,11,3,Branch,0.8,Medium
656,2030000,139000,Glass,26,Buenos Aires,13,4,Branch,0.8,Medium
657,2007000,266000,Glass,5,CABA,6,2,Online,2,Low
658,1988000,460000,Liability,16,Buenos Aires,17,1,Online,9.6,High
659,2099000,225000,Liability,40,Cordoba,12,1,Broker,9.1,Low
660,1928000,511000,Glass,5,Buenos Aires,10,1,Branch,2.5,Low
661,1713000,417000,Fire,31,Cordoba,1,0,Call Center,1.8,Low
662,1727000,340000,Liability,0,Mendoza,2,5,Call Center,2.8,Low
663,1984000,356000,Glass,68,Buenos Aires,11,2,Broker,4.8,Low
664,1728000,208000,Fire,26,CABA,11,5,Broker,22.7,Medium
665,1644000,273000,Fire,4,Santa Fe,14,2,Broker,8.8,Medium
666,2053000,444000,Theft,49,Cordoba,21,0,Call Center,11.4,High
667,1873000,239000,Glass,2,CABA,7,0,Broker,5,Medium
668,2752000,406000,Glass,12,Cordoba,18,0,Call Center,8.8,Medium
669,675000,162000,Liability,32,Cordoba,7,2,Branch,3.7,High
670,2546000,180000,Glass,66,Mendoza,20,0,Online,5.6,High
671,2623000,490000,Theft,10,Cordoba,9,2,Online,0.3,High
672,963000,299000,Glass,42,Santa Fe,7,2,Branch,7.1,Low
673,1829000,246000,Fire,5,Santa Fe,21,1,Branch,2.8,High
674,1814000,436000,Liability,0,Santa Fe,20,1,Branch,0,Low
675,1296000,425000,Fire,0,CABA,19,2,Call Center,3.3,High
676,1611000,392000,Fire,25,Mendoza,4,0,Online,3.5,High
677,1445000,243000,Fire,4,CABA,9,3,Call Center,8.4,Medium
678,2876000,271000,Theft,1,CABA,0,0,Online,0.4,High
679,2468000,331000,Glass,90,Santa Fe,3,1,Call Center,6.4,Medium
680,2636000,369000,Theft,6,CABA,10,1,Branch,3.4,Medium
681,2361000,249000,Fire,14,Cordoba,0,0,Broker,9.3,Low
682,1435000,317000,Flood,22,Buenos Aires,22,1,Broker,2.5,Low
683,1738000,327000,Fire,3,Cordoba,13,2,Call Center,0.3,Medium
684,2245000,429000,Flood,10,CABA,21,1,Call Center,9,Medium
685,1389000,375000,Flood,25,Mendoza,11,2,Branch,1.5,Low
686,2356000,149000,Theft,24,Cordoba,10,2,Broker,10.5,Low
687,1880000,279000,Fire,44,CABA,21,2,Branch,1.1,Low
688,1813000,207000,Liability,13,Mendoza,5,0,Broker,1.3,Medium
689,2355000,357000,Glass,52,Santa Fe,9,3,Online,5,Low
690,2222000,392000,Theft,27,Buenos Aires,18,3,Online,10,Low
691,1820000,310000,Fire,19,CABA,19,2,Broker,15.7,Low
692,2580000,273000,Glass,2,Cordoba,0,2,Branch,4,Low
693,1459000,307000,Theft,20,Buenos Aires,16,1,Branch,1.8,Low
694,2308000,321000,Fire,21,Santa Fe,6,0,Online,3.6,High
695,2297000,236000,Flood,34,Santa Fe,19,3,Call Center,4.8,Low
696,1845000,178000,Flood,30,Buenos Aires,1,1,Online,3.8,Low
697,2163000,95000,Theft,18,CABA,23,1,Online,17.1,Low
698,1374000,427000,Fire,21,CABA,6,2,Call Center,6.1,Medium
699,2462000,350000,Liability,35,Mendoza,9,2,Broker,20.2,Low
700,1908000,336000,Theft,10,Mendoza,17,4,Call Center,0.6,Medium
701,1739000,427000,Fire,3,CABA,11,1,Call Center,7.1,Medium
702,2525000,174000,Glass,49,Cordoba,10,1,Branch,3,Medium
703,1648000,126000,Flood,80,Santa Fe,22,1,Broker,2.3,Medium
704,1296000,338000,Theft,13,Mendoza,15,4,Online,2.1,Low
705,1222000,329000,Liability,111,Buenos Aires,6,1,Branch,3.8,Low
706,2303000,127000,Fire,9,Buenos Aires,13,3,Call Center,6,Medium
707,1360000,336000,Theft,1,CABA,2,1,Call Center,2.3,Low
708,2877000,260000,Fire,20,Buenos Aires,20,1,Online,3.9,Medium
709,959000,219000,Fire,48,Buenos Aires,23,2,Broker,2.6,Medium
710,2848000,267000,Liability,23,CABA,7,4,Branch,4.6,Medium
711,2106000,56000,Glass,0,Cordoba,0,4,Call Center,1.1,Low
712,1952000,241000,Theft,0,CABA,20,3,Branch,1.1,Medium
713,1728000,230000,Theft,30,Santa Fe,20,1,Branch,7.3,Low
714,2200000,356000,Fire,44,Mendoza,2,0,Broker,0.4,Medium
715,1981000,284000,Liability,7,Cordoba,20,1,Call Center,8.1,High
716,2552000,364000,Theft,15,Cordoba,16,2,Call Center,1.5,Medium
717,2057000,45000,Fire,77,Buenos Aires,13,2,Branch,2.5,Low
718,2075000,216000,Fire,14,Mendoza,9,0,Branch,4,Medium
719,1818000,356000,Fire,3,Mendoza,9,1,Call Center,16,Low
720,1972000,269000,Theft,58,Cordoba,0,3,Broker,7.9,High
721,2154000,385000,Fire,16,Santa Fe,11,1,Call Center,2.9,Low
722,1145000,120000,Glass,10,Santa Fe,14,0,Branch,4.8,High
723,1326000,373000,Flood,2,Buenos Aires,14,1,Broker,28,Low
724,2372000,236000,Fire,14,Buenos Aires,9,0,Call Center,3.2,Medium
725,2085000,226000,Theft,35,Santa Fe,0,3,Broker,0.1,High
726,1908000,399000,Theft,30,Mendoza,5,2,Online,0.3,Low
727,2009000,416000,Flood,16,Santa Fe,13,0,Broker,4.3,Medium
728,2174000,403000,Fire,30,Cordoba,21,1,Call Center,1.5,Low
729,1730000,504000,Liability,10,CABA,9,2,Call Center,1.9,Medium
730,1611000,427000,Theft,31,CABA,16,1,Online,10.6,High
731,2098000,220000,Theft,2,CABA,0,0,Online,3.5,Medium
732,1511000,314000,Fire,5,Mendoza,20,1,Branch,0.9,Medium
733,2204000,264000,Fire,50,Santa Fe,17,1,Broker,0.8,High
734,1149000,503000,Fire,8,Cordoba,18,2,Branch,7.2,High
735,2515000,410000,Fire,5,Cordoba,22,1,Call Center,2.2,Medium
736,2236000,281000,Fire,2,Buenos Aires,2,2,Broker,4.6,High
737,2128000,388000,Liability,11,Mendoza,16,2,Call Center,6.4,Low
738,2491000,177000,Liability,1,Cordoba,16,0,Online,3,Medium
739,2833000,325000,Liability,16,Buenos Aires,4,2,Online,2.3,Medium
740,2507000,206000,Fire,60,Mendoza,13,1,Branch,0.2,Medium
741,1080000,131000,Fire,37,Cordoba,15,2,Call Center,6.2,Low
742,1360000,378000,Glass,0,Santa Fe,2,1,Call Center,0.7,Medium
743,1688000,391000,Fire,8,Cordoba,4,2,Broker,9.7,High
744,2013000,346000,Flood,4,Mendoza,5,0,Call Center,9,Medium
